Date,Open,High,Low,Close,Adj Close,Volume
2000-01-03,23.84375,24.5,23.84375,24.3125,12.861946105957031,5055000
2000-01-04,24.3125,24.875,24.0,24.0,12.696640968322754,6181400
2000-01-05,24.0,25.09375,24.0,24.5625,12.994209289550781,6398600
2000-01-06,25.28125,26.125,25.28125,25.8125,13.655498504638672,5140600
2000-01-07,26.375,27.5625,26.375,26.65625,14.101859092712402,6360200
2000-01-10,26.65625,27.28125,25.75,25.78125,13.638961791992188,3682200
2000-01-11,25.78125,26.59375,25.375,25.375,13.424050331115723,3945600
2000-01-12,25.5625,26.15625,25.5625,25.8125,13.655498504638672,3401000
2000-01-13,26.03125,26.6875,26.03125,26.09375,13.804282188415527,3129400
2000-01-14,26.09375,26.4375,25.9375,25.96875,13.738153457641602,3044400
2000-01-18,25.875,25.875,24.9375,24.96875,13.29230785369873,4054200
2000-01-19,24.96875,25.34375,24.65625,24.65625,13.125946044921875,3424600
2000-01-20,24.65625,24.96875,23.53125,23.5625,12.543678283691406,4279200
2000-01-21,23.5625,23.96875,22.8125,23.6875,12.610222816467285,5000000
2000-01-24,23.625,23.625,22.53125,22.65625,12.061225891113281,5385600
2000-01-25,22.5,22.5,21.28125,21.8125,11.612045288085938,6084200
2000-01-26,21.8125,22.84375,21.6875,22.46875,11.961413383483887,4188200
2000-01-27,22.46875,22.78125,22.0,22.28125,11.86159610748291,3340800
2000-01-28,22.28125,22.59375,21.75,21.75,11.578778266906738,4851600
2000-01-31,21.75,21.96875,21.21875,21.21875,11.295963287353516,3677000
2000-02-01,21.375,22.03125,21.375,21.59375,11.495596885681152,2930200
2000-02-02,21.59375,22.375,21.4375,21.71875,11.562142372131348,2933600
2000-02-03,21.625,21.625,21.0625,21.15625,11.262697219848633,4343400
2000-02-04,21.15625,21.40625,20.625,21.15625,11.262697219848633,4122000
2000-02-07,20.90625,20.90625,20.375,20.625,10.979875564575195,4089800
2000-02-08,20.625,20.75,20.0,20.5,10.913330078125,5848400
2000-02-09,20.5,20.59375,19.5625,19.5625,10.41424560546875,5934800
2000-02-10,19.5625,19.78125,18.8125,19.03125,10.131430625915527,5807400
2000-02-11,18.9375,18.9375,17.4375,18.0,9.582439422607422,11944800
2000-02-14,18.125,19.46875,18.125,19.3125,10.281156539916992,6787800
2000-02-15,19.3125,20.375,19.3125,20.0,10.647151947021484,6048200
2000-02-16,20.0,20.3125,19.40625,19.59375,10.430889129638672,3881400
2000-02-17,19.5625,19.5625,18.84375,19.34375,10.297792434692383,3824200
2000-02-18,19.1875,19.1875,18.6875,18.84375,10.031617164611816,3017800
2000-02-22,18.84375,19.4375,18.75,19.15625,10.197980880737305,4028800
2000-02-23,19.15625,19.34375,18.59375,18.90625,10.064888954162598,4894400
2000-02-24,18.90625,18.9375,18.125,18.125,9.648981094360352,4488200
2000-02-25,18.125,18.75,17.9375,18.0,9.582439422607422,4139800
2000-02-28,18.0,18.3125,17.6875,17.78125,9.465983390808105,3319200
2000-02-29,17.78125,18.21875,17.5,17.53125,9.332893371582031,4805800
2000-03-01,17.53125,17.90625,17.4375,17.4375,9.282990455627441,4841600
2000-03-02,17.4375,17.5,17.09375,17.21875,9.166533470153809,3956000
2000-03-03,17.25,18.65625,17.25,18.1875,9.682254791259766,4805800
2000-03-06,18.21875,19.0,18.21875,18.34375,9.765435218811035,5260400
2000-03-07,18.25,18.25,16.75,16.90625,9.000170707702637,8780800
