timestamp,open,high,low,close,volume
2024-07-05,432.4100,435.9500,429.2000,435.7200,1499382
2024-07-03,429.6200,433.6700,429.4950,432.9400,865090
2024-07-02,428.0000,430.5000,424.6300,430.0900,1886562
2024-07-01,439.1500,440.7800,425.4001,428.9400,2462891
2024-06-28,440.1200,442.2550,438.1200,438.8100,2470164
2024-06-27,440.6700,441.5300,437.5500,440.2200,1236489
2024-06-26,439.7800,440.6700,436.3500,438.4200,1634386
2024-06-25,443.9800,445.0700,440.3300,441.1700,1522986
2024-06-24,444.7400,446.4800,442.1400,443.1400,1441134
2024-06-21,443.4000,443.9800,440.0000,442.7500,4046155
2024-06-20,439.0800,445.2200,438.4800,442.6300,1626052
2024-06-18,439.6100,440.7500,435.2300,440.0200,1384539
2024-06-17,436.3600,443.2800,435.0050,440.6300,1939053
2024-06-14,437.4300,438.1600,434.1100,436.9500,1396066
2024-06-13,431.0000,440.8500,430.3700,439.8000,1650040
2024-06-12,437.6000,440.5200,433.9100,434.1700,1914845
2024-06-11,427.8400,435.7800,426.6000,435.4800,1582360
2024-06-10,432.7300,434.1000,431.2000,432.0000,1407995
2024-06-07,434.0100,438.1900,431.5900,433.7000,1491952
2024-06-06,436.0200,436.0200,431.9600,433.8500,1282667
2024-06-05,431.7400,435.5600,429.3300,435.0800,2116826
2024-06-04,431.3100,434.1000,428.6300,431.1400,2157420
2024-06-03,434.1400,436.5800,430.0600,434.3300,1808999
2024-05-31,430.1100,435.9900,427.5290,435.5200,3621578
2024-05-30,425.8500,430.5300,425.2500,430.1100,1375916
2024-05-29,425.5800,428.3600,423.8500,426.1800,1465871
2024-05-28,430.9900,433.3100,427.1400,429.9200,1696558
2024-05-24,433.2800,437.5150,432.9700,435.5700,1157621
2024-05-23,435.9400,436.9584,431.6800,432.3000,1674851
2024-05-22,435.1900,436.7914,432.3000,434.7900,1655022
2024-05-21,431.4800,437.1700,431.4800,435.0400,1228279
2024-05-20,432.7300,432.9834,431.0300,432.6100,1499200
2024-05-17,430.3100,433.4700,429.7950,432.5200,1150669
2024-05-16,431.7300,432.6300,427.8500,429.6900,1839684
2024-05-15,434.2800,435.3600,429.5300,430.8200,1745201
2024-05-14,434.5000,435.4200,430.1300,432.1100,1288097
2024-05-13,435.0700,437.1600,433.7100,434.7800,1269769
2024-05-10,430.5000,434.8300,430.4700,434.3900,1234538
2024-05-09,429.7900,430.9400,428.2800,429.8600,1740116
2024-05-08,430.0100,430.8700,426.9300,427.7100,1344802
2024-05-07,429.7100,437.9400,427.4500,430.0000,1556578
2024-05-06,426.9800,428.5800,423.4500,426.6200,1533533
2024-05-03,418.0800,425.7700,418.0800,423.6000,2657419
2024-05-02,425.8200,425.8200,413.6100,419.6200,5267333
2024-05-01,442.7900,449.4000,441.9800,442.6200,1824287
2024-04-30,443.6500,444.7100,440.2450,440.9600,2172777
2024-04-29,445.7700,448.1300,442.2800,445.0700,1260302
2024-04-26,439.4600,445.6900,439.4600,443.1800,1583773
2024-04-25,442.5200,445.2500,439.1000,443.8300,1442677
2024-04-24,437.2100,444.6100,433.3800,444.3200,1969118
2024-04-23,446.5700,448.1018,444.0900,445.0600,1509928
2024-04-22,443.3800,448.9800,441.7300,446.9700,1346060
2024-04-19,451.9700,451.9700,444.0900,446.3000,1831208
2024-04-18,450.9700,451.1900,445.5200,446.4300,1070337
2024-04-17,445.5800,449.1100,443.9800,446.7900,1216831
2024-04-16,446.7400,446.8600,442.8600,445.7800,1577300
2024-04-15,449.9200,453.9100,443.8250,444.7500,1712064
2024-04-12,450.2100,451.6300,444.1550,447.4100,1976740
2024-04-11,451.5800,455.9700,448.2800,453.0000,1681767
2024-04-10,453.4300,453.8300,449.3400,450.4900,1838189
2024-04-09,460.6700,461.8200,453.6500,457.9400,1447902
2024-04-08,462.8700,463.0900,459.4900,461.6700,1674389
2024-04-05,457.5200,465.7900,456.5700,464.7000,1570311
2024-04-04,463.3200,466.9400,455.9700,457.2600,2190119
2024-04-03,460.8200,464.3400,460.1750,462.4700,1311539
2024-04-02,462.3700,464.2227,460.8350,461.3400,1412869
2024-04-01,465.9400,466.5500,461.8100,463.4000,976054
2024-03-28,463.6300,465.9100,462.6100,464.3200,1784986
2024-03-27,462.9700,467.2300,460.9500,466.2300,1590766
2024-03-26,464.9400,468.3400,464.9400,467.5500,1265325
2024-03-25,467.2100,468.2650,464.4500,466.9000,1391048
2024-03-22,464.3600,469.2100,462.4900,468.2400,1687410
2024-03-21,464.6500,468.6200,463.3400,466.3000,2723870
2024-03-20,466.2900,468.2800,464.1300,466.7900,2146444
2024-03-19,467.0000,468.2300,464.8550,466.7300,1883132
2024-03-18,468.6400,475.9800,465.5600,466.1100,3026421
2024-03-15,472.6100,473.8400,466.3800,468.2300,33347624
2024-03-14,475.9300,477.0000,473.0900,473.9400,3304304
2024-03-13,469.9600,477.7100,469.9600,474.8900,3239948
2024-03-12,467.3900,473.2100,466.8900,471.4700,3197769
2024-03-11,473.9800,473.9800,466.7500,469.4800,4227523
2024-03-08,466.2900,466.2900,461.9800,462.5500,2469190
2024-03-07,465.0000,467.7700,461.6300,465.2900,2514029
2024-03-06,458.9800,465.1100,458.9800,463.6100,2599858
2024-03-05,456.3700,463.0400,456.3700,460.9600,4102913
2024-03-04,449.2100,456.6600,448.7250,455.6000,2291760
2024-03-01,448.0000,450.9700,447.0000,449.2100,1656087
2024-02-29,452.6500,453.1100,445.1000,448.8200,3684235
2024-02-28,444.1100,451.7300,443.5200,451.2000,1562559
2024-02-27,443.5600,444.9500,441.8600,444.8000,1086269
2024-02-26,447.5600,448.0500,444.5100,444.9400,1285980
2024-02-23,448.3000,448.5350,445.3100,447.5600,1164860
2024-02-22,441.7700,447.8300,438.7300,447.0300,1386858
2024-02-21,437.7600,439.7500,434.6300,439.4600,1230916
2024-02-20,435.5900,439.4000,434.1900,435.9600,1869207
2024-02-16,432.2700,434.7700,430.6500,431.6300,1460792
2024-02-15,420.2500,429.2400,419.6900,428.6900,1721804
2024-02-14,418.8700,420.8500,416.6200,418.4000,1345168
2024-02-13,418.9200,419.7100,414.2220,416.2500,1313516
2024-02-12,420.3600,420.9850,418.1230,419.6100,1272070
2024-02-09,413.8100,419.8400,412.2900,419.4200,1351477
2024-02-08,419.3000,419.3000,413.3600,414.0000,1488904
2024-02-07,419.0700,423.9719,415.3000,416.8300,1985623
2024-02-06,414.8900,421.0000,411.3600,415.5600,3227232
2024-02-05,396.8400,401.9800,396.0700,400.6300,3487750
2024-02-02,407.0200,408.9300,404.2373,407.0900,2218561
2024-02-01,408.2700,410.0000,405.3100,408.6500,1893642
2024-01-31,409.4600,410.6100,403.3326,404.8300,1782044
2024-01-30,406.0500,410.5400,405.4000,407.8500,1647680
2024-01-29,404.7800,405.8738,402.2598,405.6100,1400491
2024-01-26,404.4100,405.3200,401.6700,404.0400,1146625
2024-01-25,400.7200,403.6000,400.4000,403.4700,1550902
2024-01-24,407.0700,408.3900,401.0000,401.2800,1561307
2024-01-23,405.2900,408.1800,402.1650,407.8900,1293867
2024-01-22,401.8800,407.3200,401.4100,406.4700,2105464
2024-01-19,407.1200,408.0000,404.2600,407.3800,2265923
2024-01-18,407.0600,408.3800,403.7400,407.8500,1232218
2024-01-17,404.4700,407.3300,403.9200,406.7500,1369062
2024-01-16,407.4800,410.6100,406.0000,406.6500,1464745
2024-01-12,408.7400,409.5600,405.5000,408.9200,849170
2024-01-11,406.7800,407.0000,401.6400,405.9600,1110526
2024-01-10,404.4300,406.0850,404.0100,405.8800,1170618
2024-01-09,407.4800,407.7800,404.4300,406.6900,1256166
2024-01-08,407.8600,409.9900,404.3600,408.2900,1142302
2024-01-05,409.0500,410.4900,406.2500,409.1200,1400066
2024-01-04,407.6400,411.6500,407.5800,408.5900,1517835
2024-01-03,405.9000,409.8600,405.2900,408.7100,1536315
2024-01-02,409.7800,411.7300,406.7000,409.5800,1571892
2023-12-29,408.7200,412.1200,407.9600,410.7100,975935
2023-12-28,410.5300,410.9000,409.2050,409.7700,814377
2023-12-27,408.0000,411.3500,408.0000,411.2100,848542
2023-12-26,410.6100,411.7300,409.6300,409.9300,619271
2023-12-22,410.5900,412.2800,408.7645,410.7400,838963
2023-12-21,408.0200,409.4000,406.6100,409.1300,1534008
2023-12-20,410.7400,411.7900,405.9400,406.3600,1578526
2023-12-19,412.0000,414.2500,410.1100,412.0900,1324661
2023-12-18,411.9000,412.9900,407.7700,409.1000,1717608
2023-12-15,407.4100,410.8950,404.9000,407.3800,4241139
2023-12-14,406.7800,411.1200,405.8250,409.7200,2220458
2023-12-13,405.9400,414.1700,404.6650,408.7400,3359596
2023-12-12,425.6900,434.2100,420.3000,426.7200,6829002
2023-12-11,400.0000,408.2900,399.8700,408.2400,1653505
2023-12-08,398.0000,401.6000,397.4600,401.2700,1483659
2023-12-07,399.4100,401.4100,397.3800,398.6500,1914117
2023-12-06,403.9700,404.1700,398.4400,400.3100,2145234
2023-12-05,406.0000,406.6100,402.1500,403.9700,2207044
2023-12-04,409.0000,411.2400,406.0213,406.6400,2092442
2023-12-01,412.4500,415.0500,409.9700,411.7000,2107310
2023-11-30,410.4600,416.0000,409.7900,413.7700,4023877
2023-11-29,412.5700,415.2900,410.9510,411.3900,1405937
2023-11-28,412.0100,413.8200,410.0200,410.7300,1134339
2023-11-27,413.8300,414.0000,410.0000,412.8000,1301164
2023-11-24,412.6700,416.1931,411.8700,414.2200,711306
